"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"LW","Teemu Pulkkinen",3100,"Ott@Det 07:30PM ET",2.722,"Det"
"C","Jean-Gabriel Pageau",3100,"Ott@Det 07:30PM ET",2.333,"Ott"
"RW","Andrew Shaw",3100,"Chi@Min 08:00PM ET",1.000,"Chi"
"D","Ryan Murray",3100,"Cls@Was 07:00PM ET",2.150,"Cls"
"C","Zemgus Girgensons",3100,"Phi@Buf 07:00PM ET",1.500,"Buf"
"C","Alexander Wennberg",3100,"Cls@Was 07:00PM ET",1.700,"Cls"
"RW","Dennis Everberg",3100,"Col@Car 07:00PM ET",0.500,"Col"
"D","John-Michael Liles",3000,"Col@Car 07:00PM ET",1.600,"Car"
"D","Marc Staal",3000,"Tor@NYR 07:00PM ET",1.950,"NYR"
"D","Marco Scandella",3000,"Chi@Min 08:00PM ET",2.056,"Min"
"C","Peter Holland",3000,"Tor@NYR 07:00PM ET",1.429,"Tor"
"RW","Brett Connolly",3000,"Bos@Fla 07:30PM ET",2.500,"Bos"
"RW","Ryan Garbutt",3000,"Chi@Min 08:00PM ET",1.389,"Chi"
"RW","Justin Fontaine",3000,"Chi@Min 08:00PM ET",2.000,"Min"
"D","Viktor Svedberg",3000,"Chi@Min 08:00PM ET",2.000,"Chi"
"D","Willie Mitchell",2900,"Bos@Fla 07:30PM ET",1.889,"Fla"
"C","Chris Kelly",2900,"Bos@Fla 07:30PM ET",2.000,"Bos"
"C","R.J. Umberger",2900,"Phi@Buf 07:00PM ET",1.857,"Phi"
"C","Brooks Laich",2900,"Cls@Was 07:00PM ET",1.125,"Was"
"D","Niklas Hjalmarsson",2900,"Chi@Min 08:00PM ET",2.000,"Chi"
"D","Nick Holden",2900,"Col@Car 07:00PM ET",2.278,"Col"
"RW","Dale Weise",2900,"Mon@Cgy 09:00PM ET",2.500,"Mon"
"LW","Viktor Stalberg",2900,"Tor@NYR 07:00PM ET",2.000,"NYR"
"RW","Devante Smith-Pelly",2900,"Mon@Cgy 09:00PM ET",1.273,"Mon"
"D","Radko Gudas",2900,"Phi@Buf 07:00PM ET",1.357,"Phi"
"D","Kevan Miller",2900,"Bos@Fla 07:30PM ET",2.000,"Bos"
"C","Scott Laughton",2900,"Phi@Buf 07:00PM ET",2.389,"Phi"
"D","Ben Hutton",2900,"Van@Ari 10:00PM ET",2.350,"Van"
"D","Trevor van Riemsdyk",2900,"Chi@Min 08:00PM ET",1.750,"Chi"
"D","Zbynek Michalek",2800,"Van@Ari 10:00PM ET",2.000,"Ari"
"LW","Blake Comeau",2800,"Col@Car 07:00PM ET",1.167,"Col"
"D","Dan Girardi",2800,"Tor@NYR 07:00PM ET",1.600,"NYR"
"RW","Torrey Mitchell",2800,"Mon@Cgy 09:00PM ET",2.727,"Mon"
"RW","Ryan White",2800,"Phi@Buf 07:00PM ET",1.611,"Phi"
